"BiocVersion","Description","Genome","SourceUrl","SourceType","SourceVersion","Species","TaxonomyId","Title","ResourceName","RDataPath","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","Location_Prefix","Tags"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007078v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007078v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007078v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007078v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007078v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007080v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007080v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007080v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007080v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007080v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007081v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007081v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007081v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007081v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007081v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007084v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007084v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007084v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007084v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007084v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007085v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007085v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007085v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007085v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007085v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007088v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007088v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007088v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007088v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007088v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007089v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007089v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007089v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007089v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007089v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007090v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007090v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007090v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007090v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007090v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007091v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007091v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007091v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007091v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007091v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007092v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007092v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007092v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007092v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007092v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007093v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007093v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007093v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007093v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007093v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007094v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007094v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007094v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007094v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007094v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007095v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007095v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007095v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007095v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007095v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007096v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007096v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007096v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007096v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007096v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007097v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007097v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007097v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007097v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007097v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007098v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007098v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007098v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007098v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007098v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007099v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007099v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007099v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007099v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007099v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007100v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007100v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007100v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007100v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007100v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007101v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007101v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007101v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007101v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007101v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007102v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007102v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007102v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007102v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007102v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_CP007120v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007120v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_CP007120v1.rds","phastCons27way.UCSC.dm6.chrUn_CP007120v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_CP007120v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483562v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483562v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483562v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483562v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483562v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483647v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483647v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483647v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483647v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483647v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483658v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483658v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483658v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483658v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483658v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483663v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483663v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483663v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483663v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483663v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483694v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483694v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483694v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483694v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483694v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483705v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483705v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483705v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483705v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483705v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483707v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483707v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483707v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483707v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483707v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483709v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483709v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483709v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483709v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483709v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483711v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483711v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483711v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483711v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483711v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483723v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483723v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483723v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483723v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483723v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483726v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483726v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483726v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483726v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483726v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
